selfies,-logKd/Ki
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O],6.1
[NH3+1][C][Branch2][Branch1][=Branch2][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring2][Ring1][C][S][S][C][C][Branch1][P][N][C][=Branch1][C][=O][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],4.89
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][Cl][Br],2.59
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1],6.1
[NH3+1][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.59
[NH3+1][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.59
[C][S][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],8.099999999999998
[O][=C][Branch1][C][O-1][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.6
[C][NH2+1][C][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.6
[C][C][Branch1][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],6.1
[C][C][Branch1][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],6.1
[C][C][C][Branch1][C][C][C][Branch2][=Branch2][=Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][S][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch2][Branch1][P][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch2][Ring2][=N][N][C][=Branch1][C][=O][C][Branch2][Ring1][#C][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][Branch1][C][C][O][C][Branch1][C][C][O][C][Branch1][C][C][O][C][Branch1][C][N][=O],4.89
[O][=C][Branch1][C][O-1][C][C][C][=Branch1][C][=O][O-1],2.62
[C][C][Branch1][C][C][C][C][Branch1][C][NH3+1][C][Branch1][C][O][C][=Branch1][C][=O][N][C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C][Branch1][C][C][C],7.13
[N][C][=Branch1][C][=O][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.62
[N][C][=Branch1][C][=O][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.62
[Cl][C][C][Cl],2.64
[C][C][Branch1][C][C][C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],4.91
[N][C][=Branch1][C][=NH2+1][N][C][C][C][C][=Branch1][C][=O][O-1],2.66
[NH3+1][C][Branch2][Ring1][Branch2][C][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.67
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],4.91
[C][NH2+1][C][Branch2][Ring2][Ring1][C][S][S][C][C][Branch1][P][N][C][=Branch1][C][=O][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1],4.91
[NH3+1][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],4.92
[C][C][C][C][C][=Branch1][C][=O][O-1],2.7
[C][C][=Branch1][C][=O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],2.7
[C][C][C][Branch1][C][C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][O-1],2.7
[C][C][#C][C][C][Branch1][C][NH3+1][C][Branch1][C][O][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C],4.92
[C][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][=N][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][Branch1][C][C][O][C][Branch1][C][C][O],6.12
[C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O-1],2.7
[C][C][=Branch1][C][=O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],2.7
[NH3+1][C][Branch1][#Branch2][C][C][C][C][B][Branch1][C][O][O][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][F][F],2.7
[C][C][B+1][O],2.7
[C][C][C][C][C][Branch1][Branch2][C][N][Branch1][C][O][C][=O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C],8.15
[O][=C][Branch1][C][O-1][C][C][C][C][=Branch1][C][=O][O-1],2.72
[C][NH2+1][C][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.74
[O][=C][Branch1][C][O-1][C][Branch1][C][O][C][=Branch1][C][=O][O-1],2.74
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch2][Branch1][N][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][C][NH1+1][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O][C][Branch1][C][C][O],4.94
[C][=C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],2.75
[NH3+1][C][Branch2][Ring1][Ring1][C][C][S][C][C][Branch1][C][O][C][Branch1][C][O][C][=Branch1][C][=O][N][O][C][=Branch1][C][=O][O-1],6.14
[C][C][Branch1][C][O][C][Branch1][C][C][Branch1][C][O][C][=Branch1][C][=O][O-1],2.76
[C][N][Branch1][C][C][C][=Branch1][C][=NH2+1][N][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.77
[C][=N][C][C][C][C],2.78
[C][S][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],7.16
[C][C][C][C][C][C][C][C][C][C][C][=O],6.15
[NH3+1][C][C][C][C][C][C][=Branch1][C][=O][O-1],4.96
[O][=C][Branch1][C][O-1][C][C][C][C][=Branch1][C][=O][O-1],2.82
[C][S][C][C][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],4.96
[C][S][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],4.96
[O][=C][Branch1][C][O-1][C][C][C][Branch1][C][O][C][=Branch1][C][=O][O-1],2.82
[N][C][=Branch1][C][=NH2+1][N][C][C][S][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],4.96
[C][C][C][C][Branch1][C][C][=O],6.15
[C][N][C][=Branch1][C][=O][N][C],2.85
[NH3+1][C][Branch1][=N][C][C][C][C][B-2][=Branch1][C][=O][Branch1][C][O][O][C][=Branch1][C][=O][O-1],4.96
[C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],6.15
[C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],6.15
[C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][C][C][C][=Branch1][C][=O][O-1],2.88
[C][N][C][Branch1][Ring1][N][C][=NH1+1][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.88
[C][C][Branch1][S][C][C][C][C][C][Branch1][C][O][C][Branch1][Ring1][C][=O][C][O][C][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1],6.15
[C][C][C][C][=Branch1][C][=O][O-1],2.89
[C][C][Branch1][C][C][C][C][Branch1][S][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.89
[C][C][C][N][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][C][Branch1][C][O][C][Branch1][C][O][C][O],2.89
[C][C][=Branch1][C][=O][N][C][Branch2][Ring2][#Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][Branch1][C][N][=O][C][Branch1][C][C][C][C][Branch1][C][C][C],6.15
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch2][Branch1][#C][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O][C][Branch1][C][C][O],7.18
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O],4.97
[O][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][NH2+1][C][C][C][NH2+1][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],2.9
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch2][Branch1][#C][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][O][C][Branch1][C][C][O],4.98
[C][C][=Branch1][C][=O][N][C][C][C][C][C][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch2][Ring1][P][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][O][C][Branch1][C][C][C][C][Branch1][C][C][O],4.98
[C][C][Branch1][C][C][C][C][Branch1][P][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][NH3+1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],4.98
[O][=C][Branch1][C][O-1][C][N][C][=Branch1][C][=O][C][=Branch1][C][=O][O-1],2.92
[C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][=S][Branch1][C][S][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C],2.92
[O][=C][Branch1][C][O-1][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.92
[O][=C][Branch1][C][O-1][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2.92
[C][C][C][Branch1][C][O][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][C][Branch1][C][C][C],8.17
[C][C][C][B][Branch1][C][O][O],5.0
[NH2+1][=C][Branch1][Ring1][N][O][N][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],5.0
[N][C][=Branch1][C][=NH2+1][N][C][C][S][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],6.17
[C][S][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],7.19
[NH3+1][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],7.2
[C][C][=Branch1][C][=O][N][C][Branch2][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][=O][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C][Branch1][C][C][C],8.189999999999998
[C][C][=Branch1][C][=O][N][C][C][C][C][C][Branch2][Branch2][=C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][Branch1][C][C][O][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch2][Ring2][Branch2][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O],2.98
[C][N][Branch1][C][C][C][=Branch1][C][=NH2+1][N][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],2.99
[O][=C][Branch1][C][O-1][C][Branch1][C][O][C][C][Branch1][C][O][C][Branch1][C][O][C][=Branch1][C][=O][O-1],3.0
[NH3+1][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],3.0
[C][C][Branch1][C][C][C][C][Branch2][Ring2][#Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][O],6.18
[NH3+1][C][Branch1][Ring2][C][C][O][Branch1][Ring2][C][C][O][C][C][O],8.199999999999998
[C][N][Branch1][C][O][C][=Branch1][C][=O][C][C][C][Branch1][O][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],7.2
[C][C][C][C][C][Branch2][Branch1][C][C][C][Branch1][C][O][Branch1][C][O][C][Branch1][Branch1][C][C][C][C][N][C][=Branch1][C][=O][C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Branch1][C][C][O][C][Branch1][C][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][Branch1][C][N][=O],8.199999999999998
[O][=C][Branch1][C][O-1][C][Branch1][C][Cl][Cl],3.0
[C][C][=Branch1][C][=O][N][C][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],3.0
[NH3+1][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],3.0
[C][N][C][Branch1][Ring1][N][C][=NH1+1][C][C][C][C][Branch1][Branch2][N][C][=Branch1][C][=O][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1],5.0
[C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O][C][Branch1][C][C][C],8.199999999999998
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O],5.0
[O][=C][Branch1][C][O-1][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O-1],5.0
[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=S][S],6.19
[C][C][C][Branch1][C][C][C][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C][C][=Branch1][C][=O][O-1],3.0
[C][C][Branch1][C][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],7.22
[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1],7.22
[C][C][Branch1][C][C][C][C][Branch1][Branch2][C][C][=Branch1][C][=O][N][O][C][=Branch1][C][=O][N][C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][NH3+1][C][Branch1][C][C][Branch1][C][C][C],7.22
[O][=C][Branch1][C][O-1][C][Branch1][C][O][C][Branch1][C][O][C][=Branch1][C][=O][O-1],3.02
[C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch2][=Branch1][Ring1][C][=Branch1][C][=O][N][C][Branch2][Branch1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C][Branch1][C][C][C],7.22
[C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch2][=Branch1][Ring1][C][=Branch1][C][=O][N][C][Branch2][Branch1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C][Branch1][C][C][C],8.22
[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O],3.03
[C][C][=Branch1][C][=O][C][C][C][C][C][C][=C][C][=Branch1][C][=O][O-1],7.22
[C][C][C][C][C][C][=C][C][C][=C][C][C][C][C][C][C][Branch1][C][O][C][C][C][C][=Branch1][C][=O][O-1],7.22
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1],5.02
[C][C][C][C][C][Branch2][Ring2][#C][C][NH2+1][C][Branch1][Branch1][C][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Branch1][C][C][O][C][Branch1][C][C][C][C],6.21
[C][C][=Branch1][C][=O][N][C][Branch1][N][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O-1][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][O],3.05
[O][=C][Branch1][C][O-1][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O-1],5.02
[O][=C][Branch1][C][O-1][C][C][C][=Branch1][C][=O][C][F],3.05
[C][NH2+1][C][C][C][C][C][Branch2][Ring2][Branch2][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][Branch1][C][C][=O][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1],6.21
[C][O][C][Branch1][N][C][=Branch1][C][=O][N][C][C][Branch1][C][N][=O][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][=C][C][Branch1][C][C][Branch1][C][C][C],6.21
[C][C][Branch1][C][C][C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][Branch2][N][C][=Branch1][C][=O][C][NH3+1][C][Branch1][C][C][O][C][=Branch1][C][=O][O-1],5.03
[C][C][Branch1][C][O][C][Branch1][C][NH3+1][C][=Branch1][C][=O][O-1],5.03
