selfies,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications"
[O-1][S][=Branch1][C][=O][=Branch1][C][=O][O-1].[Ba+2],0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
[O-1][S][=Branch1][C][=O][=Branch1][C][=O][O-1].[Zn+2],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[CH2][C][C][=O],0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
[C][Branch1][Ring1][C][N][C][Branch1][C][O][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][O][O-1][P][=Branch1][C][=O][Branch1][C][O][O-1].[Na+1].[Na+1],1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][C][C][O][O],0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
[C][Branch1][C][O][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O],0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[C][=Branch1][C][=O][Branch1][C][O-1][O-1].[Na+1].[Na+1],0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
[C][C][Branch1][C][C][Branch1][#Branch2][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][S],1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1
[NH2-1].[NH2-1].[Cl][Pt+2][Cl],1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[Li+1].[Li+1].[C][=Branch1][C][=O][Branch1][C][O-1][O-1],0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][=Branch1][C][=O][N][Branch2][Ring2][S][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][O][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][C][N][O][O][O],1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][Branch1][C][C][C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][N],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[C][Branch1][P][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O][N][Branch2][Ring1][C][C][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O],0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
[C][Branch1][#Branch1][C][Branch1][Ring1][C][S][S][O],0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O].[NH4+1],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=S][S][S][C][=Branch1][C][=S][N][Branch1][Ring1][C][C][C][C],1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
[C][C][C][C][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][O],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[C][C][Branch1][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][N][C],0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0
[C][C][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][N][Branch1][C][C][C],1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][=C][C][=Branch2][Ring1][#Branch1][=C][Branch2][Ring1][C][C][=C][Ring1][=Branch1][C][Branch1][#Branch2][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][O][O][O],0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
[C][C][N+1][Branch1][C][C][Branch1][C][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O],0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1
[C][C][Branch1][C][C][C@H1][Branch2][Ring1][=Branch1][C][C][=C][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][C][C][C][O][C][C][C@@H1][Branch2][Ring1][P][C@H1][Branch2][Ring1][N][C][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][N][O][N],1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][C][#C],1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][S][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O],0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1
[C][C][Branch1][C][C][N][C][C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][O],0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0
[C][C][C][=Branch1][C][=C][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring1][C][=Branch1][#C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][O][Cl][Cl],1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O],0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][=Branch1][C][=O][N][O],1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
[C][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N],1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
[C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][N],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][Branch2][C][O][C][=Branch1][C][=O][N][C][O][C][=Branch1][C][=O][N],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[C][=C][C][=Branch2][Ring1][=Branch2][=C][C][=C][Ring1][=Branch1][C][Branch1][S][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][C][Cl][Cl][O][N+1][=Branch1][C][=O][O-1],0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0
[C][=C][C][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][O],1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
[C][C][=C][C][=Branch2][Ring1][P][=C][Branch2][Ring1][N][C][=Branch2][Ring1][#Branch1][=C][Ring1][=Branch1][C][=C][C][=Branch1][=C][=C][C][=C][C][=Branch1][#Branch1][=C][C][=Branch1][C][=O][O][C][C][C][C][O][C],1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Cl],0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1
[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][#C][C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][O][O],0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1
[C][C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][N][C][Branch1][C][C][Branch1][C][C][C],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
[C][C][C][C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][N][Branch1][C][C][C],0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1
[C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][F][Branch1][C][F][F],1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
[H+1].[H+1].[C][N][C][C@@H1][Branch1][#C][C@H1][Branch1][O][C@@H1][Branch1][#Branch1][C@@H1][Branch1][Ring1][C][O][O][O][O][O].[C][N][C][C@@H1][Branch1][#C][C@H1][Branch1][O][C@@H1][Branch1][#Branch1][C@@H1][Branch1][Ring1][C][O][O][O][O][O].[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Branch2][Ring1][=C][C][C][N][Branch2][Ring1][C][C][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1].[Gd+3],1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][O][C][C][C][C][C][=Branch1][=Branch1][=N][O][C][C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][C][C][N][O][O],0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0
[C][C][C][C][N][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C],1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
[C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][O][O],0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][I][C][N][=C][Branch1][C][N][N],0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
[C][=C][C][=Branch2][Ring1][Ring1][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][C][=N][N][=C][Branch1][C][N][N][Cl],0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][=C][C][=Branch2][Ring1][=Branch1][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][C][C][=Branch1][C][=O][N][=C][Branch1][C][N][N][Cl],0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
[C][N][C][C][Branch1][#C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][O],0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1
[C][=C][C][=Branch2][Ring1][#Branch2][=C][C][=C][Ring1][=Branch1][S][C][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][O][O-1][P][=Branch1][C][=O][Branch1][C][O][O-1][Cl].[Na+1].[Na+1],0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
[C][=C][Branch2][Ring1][P][C][=C][Branch2][Ring1][C][C][=Branch1][=C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Cl][N][C][=Branch1][C][=O][C][=Branch1][C][=O][O][C][#N].[C][Branch1][O][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][N][O],0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
[C][=C][Branch2][Ring1][P][C][=C][Branch2][Ring1][C][C][=Branch1][=C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Cl][N][C][=Branch1][C][=O][C][=Branch1][C][=O][O][C][#N],0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
[C][=C][C][=Branch1][#C][=C][Branch1][O][C][=C][Ring1][=Branch1][C][Branch1][Ring1][C][N][O][O][O],0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0
[C][C][Branch1][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][=Branch1][C][=O][O],1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][N][N],1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1
[C][C][N][Branch1][Ring1][C][C][C][C][=Branch1][C][=O][N][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][C][C],0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[C][C][=Branch1][C][=O][N][Branch1][Branch2][C][C][Branch1][Ring1][C][O][O][C][=C][Branch2][Ring2][=Branch2][C][=Branch2][Ring1][=Branch2][=C][Branch2][Ring1][Ring2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I],0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1
[C][C][Branch2][Branch1][Ring2][C][=Branch1][C][=O][N][C][=C][Branch2][Ring2][=Branch2][C][=Branch2][Ring1][=Branch2][=C][Branch2][Ring1][Ring2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][O][I][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][O][I][O],0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][N][Branch1][Branch2][C][C][Branch1][Ring1][C][O][O][C][=Branch1][C][=O][C][=C][Branch2][Ring2][Branch1][C][=Branch2][Ring1][=Branch2][=C][Branch2][Ring1][Ring2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I][N][C][=Branch1][C][=O][C][O][C][I],0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
[C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C],0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
[C][C][=Branch1][C][=O][N][C][=C][Branch2][Ring1][#Branch2][C][=Branch1][P][=C][Branch1][=N][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][O][I][C][=Branch1][C][=O][N][C][I],0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1
[C][Branch1][Ring1][C][O][N][Branch2][Ring2][#C][C][=C][Branch2][Ring2][=Branch2][C][=Branch2][Ring1][=Branch2][=C][Branch2][Ring1][Ring2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][C][O],0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][=Branch1][C][=O][N][Branch1][Branch2][C][C][Branch1][Ring1][C][O][O][C][=C][Branch2][Ring2][Branch1][C][=Branch2][Ring1][=Branch2][=C][Branch2][Ring1][Ring2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][N][C][C][O][I],1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
[C][C][Branch1][C][C][N][C][C][Branch1][#C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][O],0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1
[C][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][N].[Cl],1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1
[C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N].[C][S][=Branch1][C][=O][=Branch1][C][=O][O].[C][S][=Branch1][C][=O][=Branch1][C][=O][O],1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1
[C][C][=Branch1][C][=O][N][C@H1][Branch1][Ring2][C][O][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1
[H+1].[H+1].[C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C@@H1][Branch2][Ring1][=N][C][N][Branch2][Ring1][C][C][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1].[Gd+3],0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
[C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N].[C][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][S][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][O].[C][Branch1][Ring2][C][C][N][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N].[C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
[C][C][C][C][=Branch1][C][=O][N][C][=C][C][=Branch2][Ring1][Branch1][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][Branch1][Branch2][C][N][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C],0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=Branch1][C][N][S][=Branch1][C][=O][=Branch1][C][=O][N],0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][=Branch2][Ring1][#Branch1][=C][C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][O][N+1][=Branch1][C][=O][O-1][C][#N],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][S][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][O],1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
[C][=C][C][=Branch1][S][=C][C][=C][Ring1][=Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][N][Branch1][Ring2][C][C][Cl][C][C][Cl],1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
[C][C][=Branch1][C][=O][N][C][=C][Branch2][Ring1][#Branch2][C][=Branch1][P][=C][Branch1][=N][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][O][I][N][C][=Branch1][C][=O][C][I],0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][=C][C][=Branch1][=C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][O],1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][Branch1][C][C][N][C][C][Branch1][#C][C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][O][O],0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0
[C][=C][C][=Branch1][P][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][N],0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][Branch2][C][O][C][=Branch1][C][=O][N][O],1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1
[C][C][Branch1][S][C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][Branch1][=Branch1][C][=Branch1][C][=O][O][N],1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
[C][C][=C][C][=Branch2][Ring1][C][=C][Branch1][=C][C][=Branch1][#Branch2][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][C][C][O][C][C][Branch1][Branch2][C][N][C][Branch1][C][C][C][O],0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0
[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][Branch1][C][C][N][C][C][Branch2][Ring1][Ring1][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][O],1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1
[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=Branch1][O][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][N][Cl],1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
[C][C][Branch1][C][C][N][C][C][Branch1][P][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][O][C][O],1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1
[C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1
[C][C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][O][C][C][Branch1][C][C][N],1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][N][Branch1][Ring1][C][C][C][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1
