selfies,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
[C][=C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][O][C][=Branch1][C][=O][C][P][=Branch1][C][=O][Branch1][Ring2][O][C][C][O][C][C],0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=C][Branch1][C][O][C][O][C][C][=Branch1][C][=O][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C],0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
[N][#C][C][Branch1][Ring1][C][#N][=C][Branch1][Ring1][C][#N][C][#N],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][Branch1][Ring2][C][C][O][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][=C][C][=Branch1][C][=O][N][C][N][C][=Branch1][C][=O][C][=C],0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0
[N][#C][S][C][S][C][#N],0.0,,0.0,,,1.0,1.0,,1.0,1.0,,1.0
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][P+1][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],0.0,,,,,,,,,,1.0,
[C][C][C][C][S],0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][S+1][Branch1][C][C][C][C][C][Branch1][C][N][C][=Branch1][C][=O][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
[C][C][C][C][C][C][C@@H1][Branch1][C][O][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][O][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][O][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][O][C][O],0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][=C][C][N][Branch1][Ring2][C][C][=C][C][=Branch1][C][=O][C][Branch1][C][Cl][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[C][=C][C][=Branch1][C][=O][O][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C][C][C][C][C][C@@H1][Branch1][C][O][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][Si][Branch1][C][C][Branch1][C][C][O][Si][Branch1][C][C][Branch1][C][C][O][Si][Branch1][C][C][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C][Sn][Branch1][C][Br][Branch1][Ring1][C][C][C][C],0.0,1.0,0.0,,,1.0,1.0,,1.0,1.0,1.0,1.0
[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O][C][C][Branch1][Ring1][C][C][Branch1][Ring1][C][O][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=C][C],0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][#C][C][C][O][C][C][O][C][C][C][#N],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][=C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][Branch1][C][C][C][C][N][Branch1][C][C][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][O][P][=Branch1][C][=O][Branch1][Ring2][O][C][C][O][C][C],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][=Branch1][C][=O][O][C][C][O][C][C][O][C][C][O][C][Branch1][C][C][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][C][C][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][F],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][N][C][C][O],0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][S][C][S][C][C],0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][=C][C][=Branch1][C][=O][O][C][C][N][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
[C][C][O][C][C][Branch1][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][N][Branch1][C][C][C][C][C][N],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][O][C][Branch1][C][C][O][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][=C][C][=Branch1][C][=O][O][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][N][Branch1][Ring2][C][C][O][C][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C][C][Branch1][C][C][=N][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][=Branch1][C][=O][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][Branch1][C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][O][P][=Branch1][C][=O][Branch1][C][O-1][C][Branch1][C][N][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][N][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][O][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][O][C][=Branch1][C][=O][C][C][S],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][=C][Branch1][C][N][N][N].[N][=C][Branch1][C][N][N][N],0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][#C][C][=Branch1][C][=O][O][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][/C][=C][/C][=Branch1][C][=O][O][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][/C][=C][/C][=C][/C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
[O][=C][Branch1][C][O][C][C][C][C][C][C][C][=Branch1][C][=O][O],0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][C][C][C][C][C][Br],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C][C][C][O][C][Branch1][C][O][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][C][C][C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][Branch1][Ring1][C][C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C][=Branch1][C][=O][N][C][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][/C][=C][Branch1][C][\C][C][=Branch1][C][=O][O][C][/C][=C][Branch1][C][\C][C][C][C][=C][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C],0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][=C][C][=Branch1][C][=O][O],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][C][=Branch1][C][=O][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][Branch1][C][C][N].[C][C][C][C][C][C][Branch1][C][C][N],,,,,,,,0.0,,0.0,,
[C][C][=C][C][=C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,
[C][C][/C][=C][\C][C][O][C][Branch1][C][C][O][C][C],0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
[C][O][C][=Branch1][C][=O][C][Branch1][C][Cl][C][=Branch1][C][=O][O][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[N][C][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][O],0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
[C][C][Branch1][C][C][Branch1][C][C][N],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][C][C][O][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][=C][C][C][C][C][C][C][C][C][C][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N-1][=N+1][=C][C][=Branch1][C][=O][O][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][O],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][O][P][=Branch1][C][=O][Branch1][Ring1][O][C][O][C][=C][Branch1][C][Cl][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][Cl][C][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][N][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][N][Branch1][C][C][C][C][C][N][C][C][C][N],0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
[Cl][Pd][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
[Cl][C][=C][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][/C][=C][/C][C][C][O][C][Branch1][C][C][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
[TlH2+1],0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,
[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][O][P][Branch1][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][O-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][Branch1][Ring1][C][C][C][N][C][=Branch1][C][=O][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O],,,,,,,,0.0,,0.0,,
[C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][Branch1][Ring1][C][N][C][C][Branch1][C][C][C][C][N][C][C][Branch1][C][O][C][N][C][C][Branch1][C][C][C][C][Branch1][Ring1][C][C][C][N],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
[O][=P][Branch1][C][O-1][Branch1][C][O-1][O][C][Branch1][Ring1][C][O][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
[C][C][C][C][C][C][C][C][P][=Branch1][C][=O][Branch1][C][O][O],0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][O][C][C][O][C][C][Branch1][Ring1][O][C][O][C],,,,,,,,0.0,,0.0,,
[C][=C][Branch1][C][Cl][C][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][C][Branch1][Ring1][C][Cl][C][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Cl][Ba][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
[O][=C][Branch1][C][O][C][P][=Branch1][C][=O][Branch1][C][O][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=C][Branch1][C][O-1][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][C][C][C][C][C][C][=Branch1][C][=O][O],,,,,,,,0.0,,0.0,,
[C][C][N][P][=Branch1][C][=S][Branch1][Ring1][O][C][O][/C][Branch1][C][C][=C][/C][=Branch1][C][=O][O][C][Branch1][C][C][C],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C][Branch1][C][C][=C][C][C][C][Branch1][C][C][=C][C][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Cl][C][Branch1][C][Cl][Cl],0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][O][C][=Branch1][C][=O][C][C][S][C][C][C][=Branch1][C][=O][O][C],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][=Branch1][C][=O][O][Si][Branch1][C][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][O][C][Branch1][C][C][=O],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
[Cl][C][Branch1][C][Br][Br],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][Branch1][Ring1][C][Cl][C][=Branch1][C][=O][Cl],0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0
[N][C][=Branch1][C][=O][N][C][Branch1][C][N][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][C][C][Branch1][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][=C][O][C][C][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][C][C][=Branch1][C][=O][O],,,,,,,,0.0,,0.0,,
[C][C][=Branch1][C][=O][O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][N+1][Branch1][C][C][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][Branch2][O][C][C][Branch1][C][C][C][O][C][C][Branch1][C][C][C],0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][=C][C][C][C][C][C][C][C][C][C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][C][=Branch1][C][=O][O-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][C][=Branch1][C][=O][N][=N][C][Branch1][C][N][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][O][C][=Branch1][C][=O][C][C][Branch1][C][C][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][/C][=C][\C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][Branch1][C][O][C][#C][C][Branch1][C][C][Branch1][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][=Branch1][C][=O][O-1].[C][C][=Branch1][C][=O][O-1].[Mg+2],0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
[O][=C][Branch1][C][O][C][N][C][C][=Branch1][C][=O][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
[Cl][C][Branch1][C][Cl][Branch1][C][Cl][C][Branch1][C][Cl][Branch1][C][Cl][Cl],,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][=C][C][C][C][=Branch1][C][=O][O],0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][=C][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[Na][I],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N+1][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][N+1][Branch1][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Br][C][C][C][C][C][Br],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=C][N][N][C][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][N][C][=Branch1][C][=S][N][C][C],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][O][C][=Branch1][C][=O][/C][=C][\C][=Branch1][C][=O][O][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[C][C][N][Branch1][Ring1][C][=O][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][C][C][O][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][Branch1][C][C][S],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][=C][C][C][C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
[C][C][O][P][=Branch1][C][=O][Branch1][Ring2][O][C][C][O][P][=Branch1][C][=O][Branch1][Ring2][O][C][C][O][C][C],0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
[O][=C][Branch1][C][O-1][C][F],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][O][C][C][Branch1][C][C][O][C][C][Branch1][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][=C][C][=Branch1][C][=O][O][C][C][O][C][C][Branch1][Ring1][C][C][Branch1][N][C][O][C][C][O][C][=Branch1][C][=O][C][=C][C][O][C][C][O][C][=Branch1][C][=O][C][=C],0.0,1.0,0.0,,,,1.0,1.0,1.0,,0.0,0.0
[C][=C][C][=Branch1][C][=O][O][C][C][C][C][C][C][Branch1][C][C][C],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Cl][/C][=C][/Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Cl][/C][=C][\Cl],0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
[O][C][C][Branch1][C][Cl][C][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][O][C][C][=Branch1][C][=O][O][C][C][C][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][=Branch1][C][=O][O][C][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][O][C][Branch1][Ring1][O][C][O][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C][C][C][=C][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
[N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][=Branch1][C][=O][O][C][/C][=C][Branch1][C][\C][C][C][C][=C][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][C][Si][Branch1][C][O][Branch1][C][O][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][O][C][Branch1][=C][C][=C][Branch1][C][C][C][C][C][=C][Branch1][C][C][C][O][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][=C][Si][Branch1][#Branch1][O][C][=Branch1][C][=C][C][Branch1][#Branch1][O][C][=Branch1][C][=C][C][O][C][=Branch1][C][=C][C],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=O][C][C][C][C][C][Cl],,,,,,,,0.0,,0.0,,
[C][C][Branch1][C][C][C][C][O][N][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][=Branch1][C][=O][C][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
