selfies,lipo
[C][C][N][Branch2][Ring2][N][C][C][C][N][Branch2][Ring1][S][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],1.73
[C][C][N][Branch2][Ring2][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N],2.4
[C][C][N][Branch2][Ring2][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][C][C],3.7
[C][C][N][Branch2][Ring2][S][C][C][C][N][Branch2][Ring2][Ring2][C][C][C@H1][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Ring2][Ring1][#Branch2][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],2.9
[C][N][Branch2][Ring2][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][=C][Ring1][#Branch2],2.9
[C][C][N][Branch2][Ring2][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],3.0
[C][N][Branch2][Ring2][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],3.3
[C][N][Branch2][Ring2][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N],2.3
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][=N][C][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][=C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring2][C],3.1
[C][C][N][Branch2][Ring2][Branch2][C][C][C][N][Branch2][Ring1][N][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],3.21
[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][O][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][S],4.0
[C][C][N][Branch2][Ring2][N][C][C][C][N][Branch2][Ring1][S][C][C][C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],1.38
[C][C][N][Branch2][Ring2][=Branch1][C][C][C][N][Branch2][Ring1][#Branch2][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][C][C][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],2.76
[C][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][O][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][S],3.5
[C][O][C][=C][C][=C][Branch2][Ring2][O][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][S][O][C],3.4
[C][C][N][Branch2][Branch1][Ring1][C][C][C][N][Branch2][Ring2][#Branch1][C][C][C@H1][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][C][Ring2][Ring1][O][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],2.2
[C][C][N][Branch2][Ring2][S][C][C][C][N][Branch2][Ring2][Ring2][C][C][C@H1][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][C][Ring2][Ring1][#Branch2][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],2.37
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][Branch2][N][C][=C][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][C][Branch1][C][F][=C][Ring1][N][=N][Ring2][Ring1][Ring1],2.74
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch1][P][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][=N][C][=C][Ring1][S][F],2.7
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][Ring1][=C],3.62
[C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=N][Ring1][P],2.53
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][O][N][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Branch1][C][F][=C][Ring1][#C][=N][Ring2][Ring1][=Branch1],1.96
[C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][Branch2][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][=N][Ring2][Ring1][Branch1],2.44
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch1][=C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][=N][Ring1][#C],3.62
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][F][=C][Ring1][#Branch2][=N][Ring1][P],2.8
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][=N],3.58
[C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=Branch1],3.37
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][N][Branch1][C][C][C][=N][Ring2][Ring1][=Branch1],1.32
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][Branch2][N][C][=C][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][C][Branch1][C][F][=C][Ring1][N][=N][C][=C][Ring2][Ring1][Ring1][F],3.14
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][O][N][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Branch1][C][F][=C][Ring1][#C][=N][C][=C][Ring2][Ring1][=Branch1][F],2.26
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=N][C][=C][Ring2][Ring1][C][F],2.77
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=N][Ring2][Ring1][C],2.45
[C][C][=N][C][=C][Branch2][Ring1][#C][C][=C][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][=N][Ring1][P][N][Ring2][Ring1][=Branch1][C],1.6
[C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=C][N][C][=N][C][=C][Branch1][C][F][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][=C][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][Branch1][C][C][C][C][=C][Ring2][Ring1][#Branch1][F],3.31
[C][O][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=Branch1],3.43
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch1][P][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][=N][Ring1][S],2.39
[C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=C][N][C][=N][C][=C][Branch1][C][F][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][=C][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][Branch1][C][C][C][C][=C][Ring2][Ring1][#Branch1],3.0
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][F][=C][Ring1][#Branch2][=N][C][=C][Ring1][P][F],3.14
[C][O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=Branch1],2.56
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch1][P][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][=N][Ring1][S],3.51
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][O][=N][Ring2][Ring1][Ring1],2.09
[C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=Branch1][F],2.95
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][Branch2][N][C][=C][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][C][Branch1][C][C][=C][Ring1][N][=N][C][=C][Ring2][Ring1][Ring1][F],2.86
[C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=Branch1],2.69
[C][C@@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P],-0.3
[C][O][C][=C][C][=C][Branch2][Ring2][Branch2][O][C][=C][C][=C][C][Branch2][Ring1][O][C][N][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][=C][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][=N],3.17
[C][C][=C][N][Branch2][Ring2][O][C@H1][C][C][C][N][Branch2][Ring1][#C][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P][C][Ring2][Ring1][Branch2][C][=Branch1][C][=O][N][C][Ring2][Ring1][#C][=O],-0.55
[C][C][=C][N][Branch2][Ring2][Ring2][C@H1][C][C][C][N][Branch2][Ring1][Branch2][C][C][=C][C][=C][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][=C][Ring1][=C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][N][C][Ring2][Ring1][N][=O],3.68
[C][C][C][Branch1][Ring1][C][C][C][C@@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P],1.68
[C][C][C][Branch1][C][C][Branch1][C][C][C][C@@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P],1.37
[C][C][=C][N][Branch2][Branch1][Ring2][C@H1][C][C][C][N][Branch1][Ring2][C][Ring1][=Branch1][C@@H1][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][=C][Ring1][P][C][=Branch1][C][=O][N][C][Ring2][Ring2][Ring2][=O],1.12
[C][C][C][C@@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P],0.6
[C][C][=C][N][Branch2][Ring2][Ring2][C][C][C][C][N][Branch2][Ring1][Branch2][C][C][=C][C][=C][C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Ring1][=C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][N][C][Ring2][Ring1][N][=O],3.38
[C][C][C@@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P],0.22
[C][C][=C][N][Branch2][Ring1][P][C][C][C][C][N][Branch2][Ring1][Branch1][C][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N][C][Ring2][Ring1][Ring2][C][=Branch1][C][=O][N][C][Ring2][Ring1][O][=O],3.04
[C][C][C][C@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P],0.5
[C][C][C][C][C][C@@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][=C][Ring1][P],1.69
[C][C][C@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P],0.22
[C][C][Branch1][C][C][C][C@@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P],0.91
[C][C][=C][N][Branch2][Ring2][O][C@H1][C][C][C][N][Branch2][Ring1][#C][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][=C][Ring1][P][C][Ring2][Ring1][Branch2][C][=Branch1][C][=O][N][C][Ring2][Ring1][#C][=O],-1.03
[C][C][=C][N][Branch2][Ring2][O][C@H1][C][C][C][N][Branch2][Ring1][#C][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][=C][Ring1][P][C][Ring2][Ring1][Branch2][C][=Branch1][C][=O][N][C][Ring2][Ring1][#C][=O],-0.51
[C][C][C][C][Branch1][C][C][Branch1][C][C][C][C@@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P],1.99
[C][C][=C][N][Branch2][Branch1][Ring2][C@H1][C][C][C][N][Branch2][Ring2][Branch2][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch2][Ring1][Ring2][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][O][C][=Branch1][C][=O][N][C][Ring2][Ring2][C][=O],-0.38
[C][C][Branch1][C][C][C][C@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P],0.93
[C][C][C][Branch1][C][C][Branch1][Ring1][C][C][C][C@@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][=C][Ring1][P],1.97
[C][C@H1][Branch2][Ring1][#Branch2][N][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][Ring1][P],-0.26
[C][C][=C][N][Branch2][Ring2][O][C@H1][C][C][C][N][Branch2][Ring1][#C][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][=C][Ring1][P][C][Ring2][Ring1][Branch2][C][=Branch1][C][=O][N][C][Ring2][Ring1][#C][=O],-0.82
[C][C][=C][N][Branch2][Ring2][Ring2][C][C][C][C][N][Branch2][Ring1][Branch2][C][C][=C][C][=C][C][Branch1][=N][O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=C][Ring1][=C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][N][C][Ring2][Ring1][N][=O],3.38
[C][C][=C][N][Branch2][Branch1][Ring2][C@H1][C][C][C][N][Branch1][Ring2][C][Ring1][=Branch1][C@H1][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][=C][Ring1][P][C][=Branch1][C][=O][N][C][Ring2][Ring2][Ring2][=O],1.09
[C][C][=C][Branch1][C][Cl][C][=C][C][Branch2][Ring2][=N][O][C][C][C][N][Branch2][Ring1][S][C][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][C][Ring2][Ring1][=Branch2][=C][Ring2][Ring1][P][Cl],3.15
[O][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][C][Branch2][Ring1][Branch2][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch1],1.9
[O][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][C][C][Branch2][Ring1][O][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][C][C][Ring2][Ring1][=Branch1],2.86
[C][C][=C][C][Branch2][Ring2][=N][O][C][C][C][N][Branch2][Ring1][S][C][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][C][Ring2][Ring1][=Branch2][=C][C][=C][Ring2][Ring1][S][Cl],2.54
