selfies,Class
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][#Branch2][C][C][=C][C][Branch1][C][F][=C][Branch1][N][N][C][=Branch1][C][=O][C][NH1+1][Branch1][C][C][C][C][=C][Ring1][=C][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Ring2],1
[Br][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=Branch1][O][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][Ring2][Ring1][Ring1][O],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][Branch2][C][C][=C][C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][=C][Ring1][N][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][Branch1][C][C][=C][C][Branch1][Ring2][C][C][C][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][O][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring1][P],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][N][C][C][=C][C][Branch1][O][C][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][=C][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Ring2],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][=Branch2][C][C][=C][C][Branch1][Branch2][O][C][C][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][=N][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Ring1],1
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][N][C][C][=C][C][Branch1][O][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][=C][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Ring2],1
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][S][C][C][=C][C][Branch1][C][F][=C][Branch1][C][N][C][=C][Ring1][Branch2][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring1][=C],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][P][C][C][=C][C][Branch1][Ring1][C][C][=C][Branch1][C][O][C][=C][Ring1][=Branch2][C][Branch1][C][O][C][Branch2][Ring1][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][Ring2][Ring1][=C],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][C][C][C][=C][C][Branch1][Ring2][C][C][O][=C][Branch1][C][O][C][=C][Ring1][#Branch2][C][Branch1][C][O][C][Branch2][Ring1][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][Ring2][Ring1][#C],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring2][Ring1][C][C][=C][C][Branch1][P][O][C@@H1][Branch1][Branch1][C][O][C][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring2][Ring1][C][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Branch2],1
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][Branch2][Ring1][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][Ring2][Ring1][O],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C@@H1][Branch2][Ring1][#C][C][C][=C][C][Branch1][=C][C][C@H1][Branch1][C][O][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][#C][C@H1][Branch1][C][O][C@@H1][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Branch1],1
[Br][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][N][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring1][Ring2][O],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][P][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][O][C][C][C][C][Branch1][C][O][C][Branch2][Ring1][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][Ring2][Ring1][S],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][P][C][C][=C][C][Branch1][Ring1][C][O][=C][Branch1][C][O][C][=C][Ring1][=Branch2][C][Branch1][C][O][C][Branch2][Ring1][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][Ring2][Ring1][=C],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][Ring1][C][C][=C][C][Branch1][Branch1][C][C][C][C][=C][Branch1][C][O][C][=C][Ring1][O][C][Branch1][C][O][C][Branch2][Ring1][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][Ring2][Ring1][S],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][=Branch2][C][C][=C][C][Branch1][O][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][=C][Ring1][=N][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Ring1],1
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][=Branch2][C][C][=C][C][Branch1][Ring1][C][C][=C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][F][=C][Ring1][=N][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Ring1],1
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][=N][C][C][=C][C][Branch1][N][O][C][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][#C][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Branch1],1
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][S][C][C][=C][C][Branch1][#C][C][C][Branch1][Ring1][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][S][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][=Branch1],1
[Br][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][O][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][P][NH2+1][C][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][Ring2][Ring1][C][O],0
[Br][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][O][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][Ring1][NH2+1][C][C][=C][C][Branch1][#Branch1][O][C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch2][C][Ring2][Ring1][Ring2][O],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][C][C][C][=C][C][Branch1][Ring2][C][C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch2][C][Branch1][C][O][C][Branch2][Ring1][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][Ring2][Ring1][#C],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][=Branch1][C][C][=C][C][Branch1][Branch1][O][C][C][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][N][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][Branch2][C][C][=C][C][Branch1][#Branch1][O][C][Branch1][C][C][C][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][N][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring2][Branch2][C][C][=C][C][Branch2][Ring1][Branch1][O][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring2][Ring1][C][C][Branch1][C][O][C][Branch2][Ring1][=Branch1][NH2+1][C][C][=C][C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][O][C][Ring2][Ring2][=Branch2],1
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring1][N],0
[I][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Branch2][Ring1][#C][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][C][C][C][C][Ring2][Ring1][Branch2],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][#N],0
[F][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Branch2][Ring1][#C][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][C][C][C][C][Ring2][Ring1][Branch2],1
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][P][C][C][C][Branch1][Branch2][N][C][Branch1][Ring1][O][C][=O][C][C][Ring1][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],1
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch2][Ring1][Ring1][C][C][C][Branch1][#Branch2][N][Branch1][C][O][C][=Branch1][C][=O][C][C][C][Ring1][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[Br][C][=C][C][=C][Branch1][=N][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Branch2][Ring1][#C][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][C][C][C][C][Ring2][Ring1][Branch2],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][S][N][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Branch2][Ring1][#C][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][C][C][C][C][Ring2][Ring1][Branch2][C],1
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][O][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][#C][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][C][C][C][C][Ring2][Ring1][Branch2],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][=N][C][C][C][Branch1][Ring2][N][O][C][C][C][Ring1][=Branch2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],1
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring1][C][O][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][=C],1
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][=N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][N][=C][Ring1][#Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][S][C][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][Ring1][#Branch2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring1][C][C][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][N][C][C][C][Branch1][Ring1][N][O][C][C][Ring1][Branch2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],1
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][#N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][N][C][C][C][Branch1][Ring1][O][C][C][C][Ring1][Branch2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][/C][=Branch1][Ring1][=C][/C][/C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],1
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch2][Ring1][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],1
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][S][N][C][C][C][C][Branch2][Ring1][#C][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][Branch1][=Branch1][C][C][Ring2][Ring1][Branch2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][Branch1][=Branch1][N][Branch1][C][C][C][=C][C][=C][Ring1][=Branch2],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring1][C][#N][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],1
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[I][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][#C][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][C][C][C][C][Ring2][Ring1][Branch2],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][#Branch2][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][C][Branch1][C][C][Branch1][C][C][C],1
[Br][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Branch2][Ring1][#C][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][C][C][C][C][Ring2][Ring1][Branch2],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][Branch1][C][C][Branch1][C][C][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][C][C][C][C][C][Branch2][Ring1][#C][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][Branch1][=Branch1][C][C][Ring2][Ring1][Branch2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][=N][C][C][C][Branch1][Ring2][N][C][=O][C][C][Ring1][=Branch2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
