selfies,p_np
[C][Branch2][Ring1][Ring2][C][Branch1][#Branch1][C][Branch1][Ring1][C][C][C][Branch1][Branch2][C][O][C][Branch1][C][N][=O][C][O][C][Branch1][C][N][=O],1
[C][N][C][Branch1][=C][N][C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][O][=O],1
[F][C][O][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F],1
[C][Branch1][Branch2][N][C][C][Branch1][C][N][=O][C][C][C][C],1
[Na+1].[O-1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][C][S],0
[C][Branch2][Ring1][Ring2][C][Branch1][Branch2][C][O][C][Branch1][C][N][=O][Branch1][#Branch1][C][Branch1][Ring1][C][C][C][C][O][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=O],1
[C][C][Branch1][C][Cl][Branch1][C][Cl][Cl],1
[C][Branch1][Ring1][C][Cl][Branch1][C][F][Branch1][C][F][F],1
[C][C][Branch1][C][C][C][O],1
[C][C][C][Branch1][C][C][Branch1][C][C][C],1
[C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][F],1
[C][Branch1][#Branch1][C][Branch1][Ring1][N][N][C][C][C][C][C][C],1
[C][C][C][C][Branch1][C][C][C][C],1
[C][C][C][Branch1][C][C][C][C],1
[C][C][Branch1][#C][C][Branch1][O][C][Branch1][#Branch1][O][C][Branch1][C][N][=O][C][C][O][C][Branch1][C][N][=O],1
[Cl][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][Cl][Branch1][C][F][F],1
[C][Branch2][Ring2][S][C][Branch1][#C][C][O][C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][O][Branch1][#C][C][O][C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][O][C][O][C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][O][O][C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][O],1
[C][C][C][Branch1][C][C][=O],1
[C][Branch2][Ring1][Branch2][C][Branch1][S][C][Branch1][N][N][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][=O][=O][Branch1][Ring1][C][C][Br][C],1
[Cl][C][Cl],1
[C][C][O][C][C],1
[C][=C][O][C][=C],1
[F][C][Branch1][C][F][O][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Cl],1
[C][Branch1][#C][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Branch1][C][O][=O][C][C][Branch1][C][N][=O],1
[C][O][C][Branch1][=Branch1][C][Branch1][C][F][Br][Branch1][C][F][F],1
[C][Branch1][=C][N][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=O][C][C][C][Branch1][C][O][=O],1
[C][C][O],1
[C][Branch2][Ring1][=Branch2][C][Branch1][#Branch2][SH0][Branch1][Ring1][C][C][=Branch1][C][=O][=O][Branch1][#Branch2][SH0][Branch1][Ring1][C][C][=Branch1][C][=O][=O][C][C],1
[F][C][Branch1][C][F][Branch1][C][F][C][O][C][=C],1
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][Cl][Br],1
[C][C][C][C][C][C][C],1
[C][C][C][C][C][C],1
[C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][Branch1][#Branch1][C][C][Branch1][C][C][C][C][N],1
[CH2-1][CH1-1][C],1
[C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][O][C],1
[F][C][Branch1][C][F][O][C][Branch1][C][Cl][C][Branch1][C][F][Branch1][C][F][F],1
[C][O][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][Cl][Cl],1
[C][Branch1][#C][C][Branch1][=Branch1][C][Branch1][C][N][=O][Branch1][Ring1][C][C][C][C][C][=C],1
[C][Branch1][#C][C][Branch1][#Branch1][C][Branch1][Ring1][C][C][C][C][Branch1][C][N][=O][C],1
[C][Branch1][N][C][Branch1][Ring2][C][C][C][C][Branch1][C][N][=O][C][C],1
[N+1][=Branch1][C][=N-1][=O],1
[C][C][C][Branch1][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][Branch1][C][N][=O],1
[C][C][C][C][C],1
[C][C][C][O],1
[C][C][Branch1][C][C][=O],1
[C@H1][C@@][Branch2][Ring1][=Branch2][C@@][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@H1][Branch1][Ring2][C][Ring1][O][F][C][Branch2][Ring2][=Branch2][C@H1][Branch2][Ring2][Ring2][C][C@][Branch2][Ring1][=C][C@H1][Ring1][P][C][C@@H1][Branch1][C][C][C@@H1][Ring1][=Branch1][C][Branch1][#C][C][O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=O][=O][C][O][F],1
[C@H1][C@H1][C@@][Branch2][Ring1][Ring2][C@][Branch1][C][O][Branch1][Branch2][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][C][C][=Branch1][C][=O][C][O][Branch2][Ring1][S][C][C@H1][Branch1][C][O][C@@H1][Ring1][S][C@@][Branch2][Ring1][Ring1][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C@H1][Ring2][Ring1][=Branch2][Cl][C][C],1
[C@][Branch2][=Branch1][C][C@@][Branch2][Ring2][=N][C@@H1][Branch1][C][C][C][C@H1][Ring1][=Branch1][C@H1][C@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][Branch1][C][F][C@H1][Branch1][Branch1][C][Ring2][Ring1][Branch1][O][Branch1][#Branch2][O][C][Branch1][Branch1][C][C][C][C][=O][C][Branch1][Ring1][C][O][=O][C],1
[C@][Branch2][Branch1][=Branch1][C@H1][Branch2][Ring1][P][C@H1][C@][Branch2][Ring1][Ring2][C@][Branch1][#Branch1][C][Branch1][Ring1][C][O][=O][Branch1][C][C][C@@H1][Branch1][Ring2][C][Ring1][#Branch2][C][Branch1][C][C][C][C@@H1][Ring1][S][O][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring2][Ring1][#Branch2][Ring1][#Branch1][C][F],1
[C@H1][C][Branch1][C][Cl][Branch2][Ring1][=Branch2][C@@][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@@H1][Branch1][C][F][C][Ring1][=N][C][C@@H1][Branch1][C][F][C][C@][Branch2][Ring1][Ring1][C@H1][Ring2][Ring1][Ring1][C][C@H1][Branch1][#Branch2][C@@H1][Ring1][Branch1][C][=Branch1][C][=O][C][O][C][C],1
[C@H1][C@H1][C@@][Branch1][C][F][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][N][C][C@@H1][Branch1][C][O][C][C@@][Ring2][Ring1][C][Branch2][Ring1][Ring2][C@][Branch1][C][O][Branch1][=Branch2][C@H1][Branch1][Branch1][C][Ring2][Ring1][=Branch1][C][C][=Branch1][C][=O][C][C],1
[C@][Branch2][Branch1][=Branch2][C][=Branch1][#Branch2][=C][C][Branch1][Branch1][C][=C][Ring1][=Branch1][=O][C@H1][Branch2][Ring2][Branch2][C][C@H1][C@H1][C@][Branch1][O][C][C@@H1][Branch1][=Branch1][C@H1][Ring1][#C][Ring1][=Branch1][O][Branch2][Ring1][Ring2][C@][Branch1][#Branch1][C][=Branch1][C][=O][C][O][Branch1][C][O][C@@H1][Branch1][Ring2][C][Ring1][=C][C][C][F][C],1
[C@@][Branch2][Branch1][Ring1][C@@][Branch2][Ring2][=C][C@H1][Branch2][Ring2][Ring2][C@H1][C@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][Branch1][C][Cl][C@H1][Branch1][Ring2][C][Ring1][P][O][C][C@@H1][Ring2][Ring1][Branch1][C][C][Branch1][=N][C][Branch1][=Branch2][C][O][C][Branch1][Ring1][C][C][=O][=O][O][C][Branch1][Ring1][C][C][=O],1
[C][Branch2][Branch1][C][C][Branch2][Ring2][=N][C][Branch2][Ring2][Branch2][C][C][C][C][C][Branch1][N][C][Branch1][Branch2][C][C][Ring1][=Branch2][Ring1][=Branch1][C][O][Branch1][C][F][C][Branch1][#C][C][=C][C][Branch1][=Branch2][C][=C][Ring1][=Branch1][C][C][Ring1][S][=O][C][O][=O][O],1
[C@H1][C@@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][Branch2][Ring2][C][C@H1][Branch2][Ring1][=N][C][C@][Branch2][Ring1][#Branch1][C@H1][Ring1][S][C][C][C@@][Ring1][Branch1][Branch1][N][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][=O][O][C][O][F],1
[C@][Branch2][Branch1][P][C@H1][Branch2][Ring2][Branch1][C@H1][C@@H1][Branch2][Ring1][=Branch2][C@@][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@H1][Branch1][Ring2][C][Ring1][O][F][C][C@H1][Branch1][Ring2][C][Ring1][P][O][C][C@H1][Branch2][Ring1][Ring1][C@@][Ring2][Ring1][Branch1][Branch1][N][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][=O][O][C][C],1
[C@H1][C@@][Branch2][Ring1][=Branch2][C@@][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@H1][Branch1][Ring2][C][Ring1][O][F][C][Branch2][Ring1][S][C@H1][Branch2][Ring1][O][C][C@][Branch2][Ring1][Branch1][C@H1][Ring1][P][C][C@@H1][Branch1][C][C][C@@][Ring1][=Branch1][Branch1][#Branch1][C][Branch1][Ring1][C][O][=O][O][C][O][F],1
[C][C][C][C][C][C][C][C][Branch1][=Branch1][C][Branch1][C][C][=O][C][Ring1][Branch2][Branch1][C][C][C][C][Branch1][C][O][C][Ring1][=C][C][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][Ring2][Ring1][Branch2][Ring1][Branch2],1
[C@][Branch1][C][F][C@H1][Branch2][Branch1][#C][C][C][Branch2][Branch1][=Branch2][C@H1][Branch2][Ring1][#Branch1][C][Ring1][#Branch1][C][C@@H1][Branch1][#C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][S][Ring1][#Branch1][C][F][C][C@H1][Branch2][Ring1][=Branch2][C@][Ring1][P][Branch1][C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][C][C][O],1
[C@@][Branch2][Branch1][Ring1][C@@][Branch2][Ring2][=C][C@H1][Branch2][Ring2][Ring2][C@H1][C@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][Branch1][C][F][C@H1][Branch1][Ring2][C][Ring1][P][O][C][C@@H1][Ring2][Ring1][Branch1][C][C][Branch1][N][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][=O][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=O],1
[C@H1][C@H1][C@@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][Branch2][Ring2][=Branch1][C@@H1][Branch1][C][O][C][C@@][Ring1][P][Branch2][Ring1][#Branch2][C@][Branch1][N][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][=O][Branch1][C][O][C@H1][Branch1][Branch1][C][Ring2][Ring1][N][C][C][F],1
[C@@][Branch2][Branch1][Ring1][C@@][Branch2][Ring2][=C][C@H1][Branch2][Ring2][Ring2][C@H1][C@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][Branch1][C][F][C@H1][Branch1][Ring2][C][Ring1][P][O][C][C@@H1][Ring2][Ring1][Branch1][C][C][Branch1][=N][C][Branch1][=Branch2][C][O][C][Branch1][Ring1][C][C][=O][=O][O][C][Branch1][Ring1][C][C][=O],1
[C][C@][C][C@H1][Branch1][C][O][C@@][Branch1][C][F][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][N][Ring1][#Branch1][C][C@@H1][Ring2][Ring1][C][C][C@@H1][Branch1][C][O][C@][Ring2][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O],0
[C@H1][Branch2][Branch1][Branch2][C][=C][C][=Branch1][C][=O][C][=C][C@@][Ring1][#Branch1][Branch2][Ring2][=Branch2][C@@][Branch2][Ring2][Ring2][C@@H1][Branch1][Ring2][C][Ring1][O][C@@H1][C][C@@H1][Branch1][C][O][C@][Branch1][N][C@@][Ring1][=Branch1][Branch1][C][C][C][C@@H1][Ring1][N][O][Branch1][C][O][C][=Branch1][C][=O][C][O][F][C][F],1
[C@H1][C@H1][C@@][Branch2][Ring1][Branch2][C@@H1][Branch1][=C][C][Branch1][#Branch2][C][Branch1][=Branch1][O][C][C][C][C][=O][=O][C@@H1][Branch1][Ring2][C][Ring1][=C][C][Branch2][Ring2][Ring2][C][C@@H1][Branch2][Ring1][=C][C@@H1][Ring2][Ring1][Ring1][C@@][Branch2][Ring1][Branch1][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@H1][Branch1][Branch1][C][Ring2][Ring1][N][F][C][O][C],1
[C@H1][C@H1][C@@][Branch1][P][C@@H1][Branch1][#Branch1][C][Branch1][Ring1][C][O][=O][C@@H1][Branch1][Ring2][C][Ring1][=Branch2][C][Branch2][Ring2][Ring1][C][C@@H1][Branch2][Ring1][=N][C@@H1][Ring1][=C][C@@][Branch2][Ring1][Branch1][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@H1][Branch1][Branch1][C][Ring2][Ring1][#Branch1][F][C][O][C],1
[C@][Branch2][Branch1][Ring2][C@H1][Branch2][Ring1][N][C@H1][C@][Branch1][S][C@][Branch1][=Branch1][C][Branch1][C][C][=O][Branch1][C][O][C][C][Ring1][=Branch2][Branch1][C][C][C][C@@H1][Ring1][=C][O][C][C@H1][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring2][Ring1][=Branch2][Ring1][#Branch1][C][F],1
[C@H1][C@@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][Branch2][Ring2][Branch1][C@H1][Branch2][Ring1][S][C][C@][Branch2][Ring1][#Branch2][C@H1][Ring1][S][C][C][C@@][Ring1][Branch1][Branch1][#C][C][Branch1][O][C@@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][=O][O][C][O][F],1
[C@H1][C@H1][C@@][Branch1][P][C@][Branch1][#Branch1][C][Branch1][Ring1][C][O][=O][Branch1][C][O][C][C][Ring1][#Branch2][Branch2][Ring2][Ring1][C][C@@H1][Branch2][Ring1][=N][C@@H1][Ring1][=C][C@@][Branch2][Ring1][Branch1][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@H1][Branch1][Branch1][C][Ring2][Ring1][#Branch1][F][C][O][C],1
[C@@][Branch1][#Branch2][O][C][=Branch1][C][=O][C][C][C][C][Branch2][Branch1][Ring2][C][Branch2][Ring2][#C][C][Branch2][Ring2][=Branch1][C][C][Branch2][Ring1][=Branch2][C][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][Branch1][C][F][C][Ring1][N][C][C][Branch1][C][O][C][Ring2][Ring1][C][C][C][Ring2][Ring1][N][C][C][=Branch1][C][=O][C][O],1
[C@][Branch2][Branch1][=Branch2][C@H1][Branch2][Ring1][P][C@H1][C@@H1][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][C@H1][Branch1][Ring2][C][Ring1][S][O][C][C][C@@][Ring2][Ring1][Ring2][Branch1][N][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][=O][O][C],1
[C@@][Branch2][Branch1][Branch2][C@@][Branch2][Branch1][Ring1][C@H1][Branch2][Ring2][=Branch2][C@H1][C@][Branch2][Ring1][=Branch2][C@@][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@H1][Branch1][Ring2][C][Ring1][O][F][C][Branch1][C][F][C@H1][Branch1][Branch1][C][Ring2][Ring1][C][O][C][C@@H1][Ring2][Ring1][=Branch1][C][C][Branch1][N][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][=O][O][C][Branch1][C][C][=O],1
[C@][Branch2][Branch1][N][C@@][Branch2][Ring1][C][C][=Branch1][C][=O][C][O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][=O][Branch2][Ring2][Ring1][C][C][C@H1][Ring1][S][C@@H1][C][C][C][=C][C][Branch2][Ring1][Ring2][C][=C][C@@][Ring1][=Branch1][Branch1][N][C@H1][Ring1][#Branch2][C@H1][Branch1][Branch1][C][Ring2][Ring1][N][O][C][=O][O][C].[Na+1],1
[C][Branch1][C][C][C][C][C][=Branch1][C][=O][O][C][Branch2][Ring2][Ring2][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][C][Branch1][C][O][C][C][Ring2][Ring1][Ring2][Ring1][P][C][C][=Branch1][C][=O][C][O],1
[C][C][O][C][=Branch1][C][=O][O][C][Branch2][Ring2][Ring2][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][C][Branch1][C][O][C][C][Ring2][Ring1][Ring2][Ring1][P][C][C][=Branch1][C][=O][O][C][Cl],1
[C@@][Branch2][Branch1][#Branch1][C@@][Branch2][Branch1][C][C@H1][Branch2][Ring2][=Branch2][C@H1][C@][Branch2][Ring1][=Branch2][C@@][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@H1][Branch1][Ring2][C][Ring1][O][F][C][Branch1][C][F][C@H1][Branch1][Branch1][C][Ring2][Ring1][C][O][C][C][Ring2][Ring1][=Branch1][C][Branch1][N][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][=O][O][C][Branch1][Ring2][C][C][C][=O],1
[C@H1][C@@][Branch2][Ring1][N][C@@][Branch2][Ring1][#Branch1][C][=Branch1][=N][=C][C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][=O][C@H1][Branch1][Ring2][C][Ring1][N][F][C][Branch2][Ring1][P][C@H1][Branch2][Ring1][N][C][C@][Branch2][Ring1][=Branch1][C][Ring2][Ring1][C][C][C@H1][Branch1][=N][C@@][Ring1][Branch1][Branch1][#Branch1][C][Branch1][Ring1][C][O][=O][O][C][C][O][F],1
[C@@][Branch1][C][Cl][C][Branch2][Ring1][P][C][C][Branch2][Ring1][Ring2][C@][Branch1][C][O][Branch1][Branch2][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][C][C][=Branch1][C][=O][C][O][Branch1][=Branch1][C][C][Ring1][S][Cl][C][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring2][Ring1][O][Ring1][#Branch1][C],1
[C@@][Branch2][Branch1][C][C@@][Branch2][Ring2][=N][C@H1][Branch2][Ring2][Ring1][C@H1][C@@H1][Branch2][Ring1][#Branch1][C@@][Branch2][Ring1][C][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C@H1][Ring1][O][Cl][C][C@H1][Branch1][Ring2][C][Ring1][P][O][C][C@H1][Ring2][Ring1][Branch1][C][C][Branch1][=N][C][Branch1][=Branch2][C][O][C][Branch1][Ring1][C][C][=O][=O][O][C][Branch1][Ring1][C][C][=O],1
[C@@][Branch2][Branch1][Ring1][C@@][Branch2][Ring2][=C][C@H1][Branch2][Ring2][Ring2][C@H1][C@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][Branch1][C][Cl][C@H1][Branch1][Ring2][C][Ring1][P][O][C][C@H1][Ring2][Ring1][Branch1][C][C][Branch1][N][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][=O][O][C][Branch1][Ring2][C][C][C][=O],1
[C@H1][C@@][Branch2][Ring1][=Branch2][C][Branch1][#Branch1][O][C][=Branch1][C][=O][C][Branch1][Branch2][C@H1][Branch1][Ring2][C][Ring1][=Branch2][C][C][Branch1][Ring1][S][C][=O][Branch2][Ring1][=C][C][C@H1][Branch1][C][O][C][Branch1][C][F][C@H1][Ring2][Ring1][Ring2][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][N][Ring1][#Branch1][C][C],1
[C][C@H1][C][C@H1][C@@H1][C][C][C@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C@@][Ring1][#Branch2][Branch1][C][C][C][C@H1][Branch1][C][O][C@@H1][Ring1][S][C@@][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][Ring2][Ring1][#Branch2][Ring1][Branch2],0
[C@@][Branch1][C][Cl][C][Branch2][Branch1][C][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@@H1][Branch1][C][F][C][C][Ring1][=N][C][C][Branch1][P][C][Branch1][Branch2][C@@H1][Branch1][Ring2][C][Ring1][Branch1][C][C][=Branch1][C][=O][C][O][Branch1][#Branch1][C][C][Ring2][Ring1][=Branch2][O][C][C],1
[C@H1][Branch2][Branch1][=N][C][=C][C][Branch2][Branch1][=Branch1][C][=C][C@@][Ring1][=Branch1][Branch2][Ring2][=N][C][Branch2][Ring2][Branch2][C@@H1][Branch1][Ring2][C][Ring1][#Branch2][C@@H1][C][C@H1][Branch2][Ring1][O][C@H1][Branch1][N][C][Branch1][Branch2][C][O][C][=Branch1][C][=O][C][=O][C@@][Ring1][N][Branch1][C][C][C][C@@H1][Ring2][Ring1][C][O][C][Cl][C][=O][F],1
[C@@][Branch1][C][Cl][C][Branch2][Branch1][#C][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@@H1][Branch1][C][F][C][C][Ring1][=N][C][C][Branch2][Ring1][=N][C][Branch1][Branch2][C@@H1][Branch1][Ring2][C][Ring1][Branch1][C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][Branch1][#Branch1][C][C][Ring2][Ring1][#C][O][C][C],1
[C@@][Branch2][Ring2][#C][C@@][Branch2][Ring2][#Branch2][C@H1][Branch2][Ring1][P][C@H1][C@@H1][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][C@H1][Branch1][Ring2][C][Ring1][S][O][C][C][Ring2][Ring1][Ring2][C][Branch1][=N][C][Branch1][=Branch2][C][O][C][Branch1][Ring1][C][C][=O][=O][O][C][Branch1][Ring2][O][C][C][=O],1
[C][Branch2][Branch1][=Branch2][C][Branch2][Branch1][Ring2][C][Branch2][Ring2][#C][C][Branch2][Ring2][#Branch2][C][Branch2][Ring1][P][C][C][Branch2][Ring1][Branch1][C][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][C][Branch1][Ring2][C][Ring1][S][O][C][C][Ring2][Ring1][Ring2][C][O][=O][O][C][Branch1][=Branch2][C][N][Branch1][Ring1][C][C][C][C][=O],1
[C@H1][C@H1][C@@H1][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][C@@H1][Branch1][C][O][C][C@@][Ring1][P][Branch2][Ring2][P][C@][Branch2][Ring2][Branch1][C][Branch2][Ring1][S][C][O][C][Branch2][Ring1][=Branch2][C][O][C][Branch2][Ring1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=O][=O][=O][Branch1][C][O][C][C][Ring2][Ring2][S][C],1
[C@][Branch2][=Branch1][C][C@H1][Branch2][Ring1][P][C@H1][C@@H1][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C][C@H1][Branch1][Ring2][C][Ring1][S][O][C][C][C@@][Ring2][Ring1][Ring2][Branch2][Ring1][Ring2][C][Branch1][S][C][O][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][=O][=O][O][C],1
[C@][Branch2][Ring2][S][C@H1][Branch2][Ring1][O][C@H1][C@][Branch1][#C][C@@][Branch1][Ring2][S][C][C][Branch1][Ring1][S][C][C][C][Ring1][#Branch2][Branch1][C][C][C][C@@H1][Ring1][#C][O][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring2][Ring1][=Branch2][Ring1][#Branch1][C][F],1
[C@@][Branch2][Branch1][Ring1][C@@][Branch2][Ring2][=C][C@H1][Branch2][Ring2][Branch1][C@H1][C@@H1][Branch2][Ring1][=Branch2][C@@][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@H1][Branch1][Ring2][C][Ring1][O][C][C][C@H1][Branch1][Ring2][C][Ring1][P][O][C][C][Ring2][Ring1][Branch1][C][Branch1][N][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][=O][O][C][Branch1][Ring1][C][C][=O],1
[C@][Branch2][=Branch1][Branch1][C@][Branch1][Branch2][O][C][=Branch1][C][=O][C][C][Branch2][Branch1][C][C@@H1][Branch2][Ring2][=N][C][C][Ring1][#Branch2][C][C@@][Branch1][C][F][Branch2][Ring1][=Branch2][C][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@@H1][Branch1][C][F][C][Ring1][=N][C][C@@H1][Branch1][C][O][C][Ring2][Ring1][O][C][C][Branch1][Ring1][S][C][=O][C],1
[C@H1][C@@][Branch2][Ring1][O][C@][Branch1][Branch2][O][C][=Branch1][C][=O][C][C][Branch1][Branch2][C@H1][Branch1][Ring2][C][Ring1][#Branch2][C][C][=Branch1][C][=O][C][O][C][Branch2][Ring1][=C][C][C@H1][Branch1][C][O][C@@][Branch1][C][F][C@H1][Ring2][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][N][Ring1][#Branch1][C][C],1
